Actor Names,Country,Actor Details,Likes
Lee Dong Hae,South Korean,"Lee Dong Hae, better known as Donghae (lit. East Sea), is a Korean singer and occasional actor. He is a part of the thirteen-member South Korean boyband Super Junior. He is one of the four lead dancers alongside fellow band members Eunhyuk, Shindong and Leeteuk, and is part of its subgroup, Super Junior-M.…",975
Jeong Jae Hyun,South Korean,"Jeong Jae Hyun (born Jeong Jae Hyun, and legally changed his name to Jeong Yun Oh) is a South Korean singer, songwriter, dancer, actor, and rapper of the South Korean group NCT. Jeong joined SM Entertainment in 2012 after being discovered by street scouts in front of his school. Prior to his debut,…",975
Mao Xiao Tong,Chinese,Mao Xiao Tong (English name: Rachel) is a Chinese actress. Mao took keyboard and vocal lessons since youth and has gone on to learn competitive ballroom dancing such as Latin dance and dancesport. She studied performing arts at the Central Academy of Drama. She started to get recognition after appearing…,971
Han Ye Seul,South Korean,"Han Ye Seul is a Korean actress, singer, and model. She was born and raised in Los Angeles, California, before moving to South Korea to pursue acting/modeling. She graduated from Cerritos College with an associate degree in Computer Graphics. She is fluent in both English and Korean. Han debuted as…",970
Moon Woo Jin,South Korean,"Moon Woo Jin is a South Korean actor who made his acting debut in 2017. In 2020, Woo Jin won Best Youth Actor at the 2020 KBS Drama Awards for his role in “Once Again” (한 번 다녀왔습니다) and repeated his success at the 2023 KBS Drama Awards for his performance in ""Drama Special Season…",970
Mild Jinna Pichit-O-Pakun,Thai,"Jinna Pichit-o-Pakun, nicknamed Mild or Tee Mild, is an actor born in Bangkok, Thailand. He graduated with a Bachelor's degree from Nakhon Phanom University.

He made his acting debut in 2014 with a lead role in the film Love's Coming. 

(Source: MyDramaList)",968
Lee Ha Nee,South Korean,Lee Ha Nee is a South Korean actress. She was Miss Korea of 2006 and the 3rd runner-up for Miss Universe in 2007 in Mexico City. Her mother has a Ph.D. in Korean Music History and is a professor at Ewha Woman's University. Her father was a high-ranking official in the National Intelligence Service.…,966
Yagi Yusei,Japanese,"Yagi Yusei is a Japanese singer and actor managed by LDH. He is a member of EXILE TRIBE's J-pop group, FANTASTICS. Before debuting, he participated in the ""Mr. & Miss Best Body Supermodel 2016 Japan Tournament"" and won the semi-grand Prix in the category ""Mister Best Body Super Model"". For a short time,…",966
Nam Woo Hyun,South Korean,"Nam Woo Hyun is a South Korean singer, dancer, actor, musical actor, former member of TOHEART (투하트) and current member of INFINITE (인피니트). He graduated from Dobong Information Industrial High School and later obtained an associate's degree in Broadcasting Entertainment and a bachelor's…",961
Ryan Cheng,Chinese,"Cheng Lei, aka Ryan Cheng, is a Chinese actor and model. He was born in Dongguan, Guangdong Province, China. He graduated from Hebei Academy of Fine Arts with a degree in Architectural Design. He gained popularity with the series ""A Familiar Stranger"". His other notable and well-praised work includes…",961
Won Bin,South Korean,"Won Bin is a South Korean actor. He first gained wide popularity in 2000 after starring in the KBS's television series Autumn in My Heart. One of the most selective actors in the Korean entertainment industry, he has starred in only five films to date, Guns & Talks, Taegukgi, My Brother, Mother and…",960
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Billkin Putthipong Assaratanakul,Thai,"Putthipong Assaratanakul, nicknamed Billkin, is an actor, singer, emcee and model of Chinese descent born in Bangkok. He is studying business administration (international program), majoring in marketing at the Faculty of Commerce and Accountancy at Thammasat University, having enrolled in 2018. Putthipong…",959
Chiba Yudai,Japanese,"Chiba Yudai is a Japanese actor and fashion model. His career first kicked off when he starred as Alata in Tensou Sentai Goseiger, the 34th installment of the famous tokusatsu series Super Sentai. After this his next major role was playing Mitsukuni Haninozuka in the live adaptation of Ouran High School…",958
Xiong Zi Qi,Chinese,"Xiong Zi Qi known professionally as Dylan Xiong, is a Chinese actor and singer. He is a member of the Taiwanese boyband SpeXial. In 2012, Xiong participated in the recording of Meng Xiang He Chang Tuan, and became a member of Rainbow Chamber Singers. In 2013, Xiong served as a backup vocalist for the…",957
Jung Woo Sung,South Korean,"Jung Woo Sung is a South Korean actor. Notable films include Musa (lit. Warrior), A Moment to Remember, The Good, the Bad, the Weird, Daisy, City of the Rising Sun and Sad Movie. He gave up studying to achieve his dream of becoming an actor, dropping out of high school after one year. It was controversial…",956
Peng Xiao Ran,Chinese,"Peng Xiao Ran is a Chinese host and actress born in Beijing and graduated from the Broadcasting Department of Communication University of China. She first started out in April 2013 as the host of ""iQiyi Morning Flight"". In March 2015, she attended the 8th ""Variety Show"" festival and won the ""Potential…",955
Jing Tian,Chinese,"Sally Jing is a Chinese actress. She graduated from the Beijing Dance Academy and Beijing Film Academy. She is known for her roles in The Warring States (2011) and the action films Special ID and Police Story 2013 (both in 2013). She has had prominent roles in three Legendary Pictures films, The Great…",953
Yamada Yuki,Japanese,"Yamada Yuki is a Japanese actor best known for his role as Joe Gibken/Gokai Blue in the 2011 Super Sentai series Kaizoku Sentai Gokaiger. Yamada is affiliated with Watanabe Entertainment. On September 19, 2010, Yamada was a finalist in the D-Boys special unit audition. He eventually joined the group's…",951
Kwon Sang Woo,South Korean,"Kwon Sang Woo is a South Korean actor who has been cited as the most visible example of the “mom-zzang” movement, which credits people with a “great body”. Kwon started his career as a model and broke into acting with the 2001 television drama “Delicious Proposal” before landing his first…",944
Eleanor Lee,Singaporean,"Li Kai Xin (English name: Eleanor Lee) is a Singaporean actress and singer born in Taipei to Taiwanese actress Quan Yi Fong and Singaporean artist Peter Yu. In January 2009, her parents filed for divorce. During her 14th birthday celebration organized by her godfather Addy Lee, she announced the adoption…",944
Ja Phachara Suansri,Thai,"Phachara Suansri, nicknamed Ja, is a Thai actor, pilot, and businessman. He went to aviation school and graduated in 2020 as a fully qualified pilot. He made his acting debut in 2018 through the project ""Beauty Boy"". He got his first main role in 2021 in ""Close Friend"". Outside of acting, he runs a…",943
Horikita Maki,Japanese,"Horikita Maki is a former Japanese actress. She debuted in 2003 and has starred in numerous Japanese television dramas, television and magazine advertisements, and movies. Horikita's popular roles include the introverted high school student Nobuko Kotani in Nobuta wo Produce, the righteous law student…",939
Mizushima Hiro,Japanese,"Mizushima Hiro, born Saito Tomohiro, is a Japanese actor, businessman, YouTuber, and novelist. From childhood until his graduation from elementary school, he studied in Zurich, Switzerland. He is fluent in English. He returned to Japan when he entered junior high. He took the entrance exams and was…",938
Wang Yu Wen,Chinese,"Wang Yu Wen, born in Wuhan, Hubei, is a Chinese actress. In 2015, she debuted as the main female lead in the movie ""Love in Numbers."" 

(Source: Wikipedia)",938
Cha Tae Hyun,South Korean,"Cha Tae Hyun is a South Korean actor, director, and singer. He started his acting career in a 1995 KBS television drama. He appeared in his first movie, ""Hallelujah"", in 1997, also making his debut as a singer in 2001. He is the commercial model of Mario Kart DS in South Korea. He was a cast member…",936
Kiritani Mirei,Japanese,"Kiritani Mirei, born Matsuoka Sayasa, is a Japanese actress, model, and news anchor. She appeared in the film Kimi ni Todoke, Usagi Drop, and Arakawa Under the Bridge. She also appeared in the drama Andō Lloyd: A.I. knows Love?, Gunshi Kanbei, Hell Teacher Nūbē, and so on. Since 2012, she anchors…",934
Baifern Pimchanok Luevisadpaibul,Thai,"""Baifern"" Pimchanok Luevisadpaibul is an actor born in Dusit, Bangkok. She's the eldest child in a Thai-Chinese family. Her surname Luevisadpaibul comes from the surname Liu (呂). She graduated from Nawaminthrachinuthit Triamudomsuksanomklao School before going on to graduate from Srinakharinwirot…",934
Zhao Zhi Wei,Chinese,"Zhao Zhi Wei, English name Eden also known simply as Zhiwei, is a Chinese actor, singer, and dancer. He was a member of the Taiwanese boyband SpeXial from 2016 to 2017. Zhao was born in Lanzhou, Gansu. He attended and graduated from Shanghai Theater Academy and performed as a dancer for ten years. Throughout…",933
Kim Hae Sook,South Korean,"Kim Hae Sook is a South Korean actor. In 1974, she made her acting debut was in MBC's ""Chief Inspector."" Since then, she has won over ten awards and has a book published called ""Mother of Hallyu Stars: Kim Hae Sook's Story."" 

(Source: Wikipedia; edited by MyDramaList)",932
Zheng Fan Xing,Chinese,"Zheng Fan Xing is a Chinese actor. He ws born in Hunan Province. He is currently under Xinpai Media. He debuted in 2018 in the man-made work directed by Dong Yiyu, ""Become a Star Today."" It was in the 2019 costume drama ""The Untamed"" directed by Zheng Wei Wen and Chen Jia Lin, that brought him to the…",931
Hur Hyun Jun,South Korean,"Hur Hyun Jun, formerly known as Hwall and currently known simply as Hyun Jun, is a South Korean singer, dancer, actor and former member of THE BOYZ (더보이즈). He graduated from Hanlim Entertainment Arts High School. He made his debut in December 2017 (using the stage name Hwall) as THE BOYZ's lead…",931
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Nut Supanut Lourhaphanich,Thai,"""Nut"" Supanut Lourhaphanich is a Thai actor and singer under Change2561 (เช้นจ์2561). After graduating from Vajiravudh College, he went on to study at Rangsit University. 

(Source: MyDramaList)",929
Lee Shin Young,South Korean,"Lee Shin Young is a South Korean actor represented by Forest Entertainment. He was born in Chilgok County, North Gyeongsang Province. He debuted as an actor in the 2018 web series ""Just One Bite"". He has even won awards such as Rookie of the Year at the 15th Asia Model Festival (2020) and Best Actor…",927
