Actor Names,Country,Actor Details,Likes
Kim Geon Won,South Korean,"Kim Geon Won is a new rookie actor.The actor has no agency so there is very little information available about him. He recently acted in a web drama ""Ending Again"".",178
Seo Jae Hyung,South Korean,"Seo Jae Hyung was the second vocalist, dancer and visual for the Korean boyband A-JAX. He is also a model. His acting career started through the web drama ""Vampire Flower"".",177
Heo Young Ji,South Korean,"Heo Young Ji is a South Korean singer, television personality, and member of the girl group Kara. She joined the group after winning the TV show Kara Project in 2014. Heo began her solo music career in August 2017 with her first single, ""Memory Clock"".",177
Una You,Chinese,"Una You is a Chinese actress. She graduated from the Performance Department of Beijing Film Academy. She is currently under Beijing Shiba Culture Agency. In 2002, she represented China in Germany to participate in the German World Dance Sports Open and won the award. In 2008, You Jing Ru participated…",177
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Moon Ji Hoo,South Korean,"Moon Ji Hoo is a South Korean actor, singer, and model, born in Seoul, South Korea. He is best known for his main role in ""I Have Three Boyfriends"" (2019). He is also a former member of the South Korean group A-Jax (에이젝스).",177
Zhu Sheng Yi,Chinese,"Zhu Sheng Yi, also known as Nicole Zhu, is a Chinese actress born in Shanghai, China. She made her acting debut in 2014.

(Source: MyDramaList)",176
Park Hyuk Kwon,South Korean,"Park Hyuk Kwon is a South Korean actor. He began his acting career in 1993 as a member of the theater troupe Sanulrim. His first TV role was in the 2007 MBC series ""White Tower"". He has won Best Actor and Special Jury Prize for Acting awards and was nominated APAN Star Awards' Best Supporting Actor…",176
Kim Hye Ja,South Korean,"Kim Hye Ja is a South Korean actress. Kim made her debut at age 29 while studying at Ewha Woman's University. In the 1981 movie 'Late Autumn', she won the best actress award at the Manila International Film Festival. She then starred in dramas like 'What is Love?' and 'Princess Hours'. Kim starred in…",176
Zhong Dan Ni,Chinese,"Zhong Dan Ni, born in Shenyang, Liaoning Province, is a Chinese actress. She graduated from Beijing Film Academy and officially entered showbiz in 2010 with her participation in the family drama ""Foster Father"". In the year 2019, she won the 3rd Golden Bone Network Film and Television Festival Annual…",176
Zhong Chen Le,Chinese,"Zhong Chen Le is a Chinese singer, dancer, and actor based in Seoul, South Korea. He is a member of South-Korean boy group NCT, as a part of their sub-unit, NCT Dream. He debuted with NCT Dream in August 2016 with a debut single called ""Chewing Gum"".
(Source: Wikipedia)",176
Faye Peraya Malisorn,Thai,"""Faye"" Peraya Malisorn, born in Prachin Buri, is a model and actor under 9StarStudio (9 สตาร์ สตูดิโอ). Also, Faye is the founder of Amor Boutique Salon. She was crowned Miss Grand Thailand 2016. In 2017, she signed a contract with Channel 7 which expired on December 31, 2023.…",176
Aungpao Ochiris Suwanacheep,Thai,"""Aungpao"" Ochiris Suwanacheep is a Thai actor under GMMTV (จีเอ็มเอ็มทีวี). He attends Sarasit Phithayalai School in Ratchaburi. Aungpao was named Ochiris after the Egyptian god Osiris as depicted in a manga. After making it to the finale of GMMTV's survival programme ""Project…",176
Suzuka Ouji,Japanese,Suzuka Ouji is a Japanese actor under Foster Management Office and an exclusive model under Men's Non-no. He was born in Okayama Prefecture.,176
Joey Chua,Malaysian,"Chua Zhuo Yi (English name: Joey) is a Malaysian-Chinese actress, singer, model, and makeup artist. She is previously married to her boyfriend Ivan Soh in 2016 but they got divorced in 2019. On Dec 9th, Darren Wang officially announced his romantic relationship with his girlfriend, actress Joey Chua,…",176
Choi Hyun Jin,South Korean,,176
Jeon Chae Eun,South Korean,Jeon Chae Eun is a South Korean actress.,176
Ming Dao,Taiwanese,"Ming Dao is a Taiwanese actor and singer under the Stellar Entertainment agency. In high school, he participated in the ""Rough Guy Selection"" segment of the TV show ""Guess Guess Guess,"" where he was discovered by a talent scout. In 2002, he officially debuted as the host of ""Adventure King"". In 2004,…",175
Kim Sung Soo,South Korean,"Kim Sung Soo is a South Korean model, television host and actor. After beginning his career as a fashion model, he made his acting debut in the tokusatsu series Vectorman and the erotic film The Sweet Sex and Love. He has since appeared in the movies The Red Shoes, and R2B: Return to Base, and more…",175
Kai Ko,Taiwanese,"Kai Ko, whose real name is Ke Jia Kai, was born in Penghu County, Taiwan Province, China. He is a Taiwanese film and television actor and pop singer. He graduated from the Department of Physical Education of the private Chinese Culture University. His father, Ke Yaozong is also a singer. Awards: Best…",175
Kuriyama Chiaki,Japanese,"Kuriyama Chiaki is a Japanese actress, talent, model, and singer from Tsuchiura City, Ibaraki Prefecture. She graduated from Japan High School of Music. Her agency was Space Craft until 2020 when she became a freelancer. She has worked as a fashion model for teen magazines such as ""Pichi Lemon"" and…",175
Lawrence Wang,Chinese,"Wang Xiao (English name: Lawrence) is a Mainland China actor. His mother, Wang Fu Li, graduated from Jiangsu Opera School and become an award-winning actress, while his father, Wang Qun, is also a well-known actor. Prior to acting, Wang Xiao studied abroad in Russia and Canada and earned an M.B.A. He…",175
Anderson Cheng,Taiwanese,"Zheng ""Cheng"" Wei De better known by his stage name Anderson Cheng, is a Taiwanese actor and model. He graduated from Shih Hsin University, and started his career in 2010, after participating in a graduation project called ""Origin"". He went onto appeared in several short films, and web series and is…",175
Best Cholsawas Tiewwanichkul,Thai,"""Best"" Cholsawas Tiewwanichkul is a Thai actor under Viu Talent (วิว ทาเลนท์). After graduating from Saint Gabriel's College, he went on to study at Srinakharinwirot University. 

(Source: MyDramaList)",175
Fan Shuai Qi,Chinese,"Fan Shuai Qi is an up-and-coming Chinese actress. In 2019, she graduated from the Acting Department of the Central Academy of Drama, and followed up by making her acting debut in the 2020 drama series “The Girls.” She has since appeared in a number of drama titles.",175
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Wu Nien Hsuan,Taiwanese,"Wu Nien Hsuan, born in Taoyuan, is a Taiwanese actor and host. He graduated from the Department of Statistics of Tamkang University. In 2014, he was selected for the ""China Stream Star TOP STAR"" program and began to receive professional performance training. After nearly two years of training, he joined…",175
Anson Chen,Taiwanese,"Anson Chen is a Taiwanese actor who was born in Taipei, Taiwan. He graduated from the Philosophy Department at Fu Jen Catholic University and also studied in the Economics Department of the University of California, Riverside. He debuted in 2009 when he appeared in the drama “The Concerto.” (Source:…",175
Mori Nana,Japanese,Mori Nana was born in Osaka. She was scouted in 2016.,175
Lin Yu,Taiwanese,"Lin Yu is a Taiwanese actor and singer. He is the son of Taiwanese actor Lin Rui Yang and the stepson of actress Zhang Ting. He  graduated from the acting department of Beijing Film Academy. In 2017, he entered the entertainment industry by participating in the music talent show ""Happy Boys"".",175
Zeng Ke Lang,Chinese,"Zeng Ke Lang is a Chinese actor, who graduated from the Beijing Film Academy.",175
Janie Tienphosuwan,Thai,"Janie Tienphosuwan, born in Los Angeles, California, is an American-born Thai-Chinese actress and model who works for Channel 3. She graduated with a bachelor's degree in Communication Arts from Bangkok University. Janie was born and raised in the United States. At the age of 11, her parents got divorced…",174
Kim Ki Bum,South Korean,"Kim Ki Beom is a Korean pop singer, actor, and a former member of the idol boy band ""Super Junior"". He made his debut in the Korean television drama April Kiss in 2004. Although debuted as an actor, he achieved higher results as a singer after his music debut with Super Junior in 2005. Since the release…",174
Lee  Joo Yeon,South Korean,"Lee Jooyeon was an ulzzang, the visual, vocalist and lead dancer of the girl group After School and is an actress. Her unofficial first debut appearance was on December 29, 2008 at the SBS Gayo Daejun, performing ""Play Girlz"" with label mate Son Dam Bi on stage. She officially debuted on January 17,…",174
Koyuki,Japanese,"Koyuki began her career after winning a modelling competition in 1995 for Non-No magazine. Two years later, she became a professional model. In 1998, she landed several supporting roles in television dramas and appeared in numerous print ads and TV commercials. In 2003, Koyuki played her first starring…",174
Ahn Do Kyu,South Korean,Ahn Do Kyu is a South Korean actor. He is under Ti Entertainment (Korea).,174
Yoshine Kyoko,Japanese,"Yoshine Kyoko is a Japanese actress. She began to learn to play piano since kindergarten and started playing the flute from primary school. She is known for her role in ""Omotesando Koukou Gasshoubu!"" as ""Kagawa Makoto"". In April 2013, she participated in Fuji TV series ""Last Cinderella"", her official…",174
Shin Jung Keun,South Korean,"He is a South Korean actor. He graduated from Anyang Science University - Electronic Engineering. He is most active as a supporting actor in films such as “Running Turtle” (2009), “In Love and War” (2011), “The Grand Heist” (2012), and “The Five” (2013), as well as the television drama…",174
Nakata Keisuke,Japanese,Nakata Keisuke is a Japanese model and actor.,174
Hou Pei Shan,Chinese,"Hou Pei Shan, born in Wuhan, Hubei, is a Chinese actress who made her acting debut in 2012.
(Source: Viki)",174
Kang Na Eon,South Korean,"Kang Na Eon is a South Korean actress managed by ENTERSEVEN. She is a student at Korea National University of Arts, majoring in acting.

(Source: Korean = NamuWiki || Translation = MyDramaList)",174
Kido Taisei,Japanese,"Kido Taisei was born in Fukuoka Prefecture, Japan. Represented by Tristone Entertainment, Kido made his debut as an actor in 2018 in “Gintama 2”, in a small role. However, his breakout role came in 2022, starring as young Harumichi Namiki in the Netflix series ""First Love: Hatsukoi"". (Source: MyDramaList)",174
Phu Phubeth Tharathonchanakul,Thai,"Phubeth Tharathonchanakul, nicknamed Phu, is a Thai actor. He is currently studying at the Faculty of Architecture, Department of Communication Arts and Photography at King Mongkut's Institute of Technology Ladkrabang. He made his acting debut in the 2020 series ""Oxygen"".",174
Park Tae In,South Korean,Park Tae In is a South Korean actor.,174
Jessica Jung,American,"Jessica Jung is a South Korean-American singer, songwriter, actress, model, fashion designer, businesswoman, and former member of the South Korean girl group, Girls' Generation. Although she is currently based in South Korea, Jessica was born and raised in California. At the age of eleven, she was scouted…",173
Kim Ji Min,South Korean,Kim Ji min is a South Korean actress. She is best known for her roles in Goddess of Fire and Pluto Secret Society. Since January 2020 she is part of SM Culture & Contents (under SM Entertainment.). She made her acting debut under JYP Entertainment with the drama La Dolce Vita in 2008. (Source: Wikipedia),173
